,year,month,day,cycle,trend
1607,2017,6,15,406.36,405.40
1608,2017,6,16,406.30,405.41
1609,2017,6,17,406.23,405.41
1610,2017,6,18,406.17,405.42
1611,2017,6,19,406.11,405.42
1612,2017,6,20,406.04,405.43
1613,2017,6,21,405.97,405.43
1614,2017,6,22,405.90,405.44
1615,2017,6,23,405.83,405.44
1616,2017,6,24,405.76,405.45
1617,2017,6,25,405.68,405.45
1618,2017,6,26,405.61,405.46
1619,2017,6,27,405.54,405.46
1620,2017,6,28,405.46,405.47
1621,2017,6,29,405.38,405.47
1622,2017,6,30,405.31,405.48
1623,2017,7,1,405.23,405.48
1624,2017,7,2,405.15,405.49
1625,2017,7,3,405.07,405.49
1626,2017,7,4,404.99,405.50
1627,2017,7,5,404.92,405.50
1628,2017,7,6,404.84,405.51
1629,2017,7,7,404.76,405.51
1630,2017,7,8,404.68,405.52
1631,2017,7,9,404.60,405.52
1632,2017,7,10,404.52,405.53
1633,2017,7,11,404.44,405.53
1634,2017,7,12,404.36,405.54
1635,2017,7,13,404.29,405.55
1636,2017,7,14,404.21,405.55
1637,2017,7,15,404.13,405.56
1638,2017,7,16,404.06,405.56
1639,2017,7,17,403.98,405.57
1640,2017,7,18,403.91,405.57
1641,2017,7,19,403.83,405.58
1642,2017,7,20,403.76,405.58
1643,2017,7,21,403.69,405.59
1644,2017,7,22,403.62,405.59
1645,2017,7,23,403.55,405.60
1646,2017,7,24,403.48,405.60
1647,2017,7,25,403.41,405.61
1648,2017,7,26,403.34,405.61
1649,2017,7,27,403.28,405.62
1650,2017,7,28,403.21,405.62
1651,2017,7,29,403.15,405.63
1652,2017,7,30,403.09,405.63
1653,2017,7,31,403.03,405.64
1654,2017,8,1,402.97,405.64
1655,2017,8,2,402.92,405.65
1656,2017,8,3,402.86,405.65
1657,2017,8,4,402.81,405.66
1658,2017,8,5,402.76,405.66
1659,2017,8,6,402.71,405.67
1660,2017,8,7,402.66,405.68
1661,2017,8,8,402.61,405.68
1662,2017,8,9,402.57,405.69
1663,2017,8,10,402.52,405.69
1664,2017,8,11,402.48,405.70
1665,2017,8,12,402.44,405.70
1666,2017,8,13,402.40,405.71
1667,2017,8,14,402.37,405.71
1668,2017,8,15,402.33,405.72
1669,2017,8,16,402.30,405.72
1670,2017,8,17,402.27,405.73
1671,2017,8,18,402.24,405.73
1672,2017,8,19,402.22,405.74
1673,2017,8,20,402.19,405.74
1674,2017,8,21,402.17,405.75
1675,2017,8,22,402.15,405.75
1676,2017,8,23,402.13,405.76
1677,2017,8,24,402.11,405.77
1678,2017,8,25,402.10,405.77
1679,2017,8,26,402.08,405.78
1680,2017,8,27,402.07,405.78
1681,2017,8,28,402.06,405.79
1682,2017,8,29,402.06,405.79
1683,2017,8,30,402.05,405.80
1684,2017,8,31,402.05,405.80
1685,2017,9,1,402.05,405.81
1686,2017,9,2,402.05,405.81
1687,2017,9,3,402.06,405.82
1688,2017,9,4,402.06,405.82
1689,2017,9,5,402.07,405.83
1690,2017,9,6,402.08,405.84
1691,2017,9,7,402.09,405.84
1692,2017,9,8,402.11,405.85
1693,2017,9,9,402.13,405.85
1694,2017,9,10,402.14,405.86
1695,2017,9,11,402.17,405.86
1696,2017,9,12,402.19,405.87
1697,2017,9,13,402.22,405.87
1698,2017,9,14,402.24,405.88
1699,2017,9,15,402.27,405.88
1700,2017,9,16,402.31,405.89
1701,2017,9,17,402.34,405.90
1702,2017,9,18,402.38,405.90
1703,2017,9,19,402.42,405.91
1704,2017,9,20,402.46,405.91
1705,2017,9,21,402.50,405.92
1706,2017,9,22,402.54,405.92
1707,2017,9,23,402.59,405.93
1708,2017,9,24,402.64,405.93
1709,2017,9,25,402.69,405.94
1710,2017,9,26,402.74,405.94
1711,2017,9,27,402.80,405.95
1712,2017,9,28,402.85,405.96
1713,2017,9,29,402.91,405.96
1714,2017,9,30,402.97,405.97
1715,2017,10,1,403.03,405.97
1716,2017,10,2,403.09,405.98
1717,2017,10,3,403.15,405.98
1718,2017,10,4,403.22,405.99
1719,2017,10,5,403.28,405.99
1720,2017,10,6,403.35,406.00
1721,2017,10,7,403.42,406.01
1722,2017,10,8,403.49,406.01
1723,2017,10,9,403.56,406.02
1724,2017,10,10,403.63,406.02
1725,2017,10,11,403.70,406.03
1726,2017,10,12,403.78,406.03
1727,2017,10,13,403.85,406.04
1728,2017,10,14,403.92,406.05
1729,2017,10,15,404.00,406.05
1730,2017,10,16,404.07,406.06
1731,2017,10,17,404.14,406.06
1732,2017,10,18,404.22,406.07
1733,2017,10,19,404.29,406.07
1734,2017,10,20,404.37,406.08
1735,2017,10,21,404.44,406.08
1736,2017,10,22,404.51,406.09
1737,2017,10,23,404.59,406.10
1738,2017,10,24,404.66,406.10
1739,2017,10,25,404.73,406.11
1740,2017,10,26,404.81,406.11
1741,2017,10,27,404.88,406.12
1742,2017,10,28,404.95,406.12
1743,2017,10,29,405.02,406.13
1744,2017,10,30,405.09,406.14
1745,2017,10,31,405.15,406.14
1746,2017,11,1,405.22,406.15
1747,2017,11,2,405.29,406.15
1748,2017,11,3,405.35,406.16
1749,2017,11,4,405.42,406.16
1750,2017,11,5,405.48,406.17
1751,2017,11,6,405.54,406.18
1752,2017,11,7,405.60,406.18
1753,2017,11,8,405.66,406.19
1754,2017,11,9,405.72,406.19
1755,2017,11,10,405.78,406.20
1756,2017,11,11,405.83,406.21
1757,2017,11,12,405.88,406.21
1758,2017,11,13,405.94,406.22
1759,2017,11,14,405.99,406.22
1760,2017,11,15,406.04,406.23
1761,2017,11,16,406.09,406.23
1762,2017,11,17,406.14,406.24
1763,2017,11,18,406.18,406.25
1764,2017,11,19,406.23,406.25
1765,2017,11,20,406.27,406.26
1766,2017,11,21,406.32,406.26
1767,2017,11,22,406.36,406.27
1768,2017,11,23,406.40,406.28
1769,2017,11,24,406.44,406.28
1770,2017,11,25,406.48,406.29
1771,2017,11,26,406.52,406.29
1772,2017,11,27,406.55,406.30
1773,2017,11,28,406.59,406.31
1774,2017,11,29,406.63,406.31
1775,2017,11,30,406.66,406.32
1776,2017,12,1,406.69,406.32
1777,2017,12,2,406.73,406.33
1778,2017,12,3,406.76,406.34
1779,2017,12,4,406.79,406.34
1780,2017,12,5,406.82,406.35
1781,2017,12,6,406.85,406.35
1782,2017,12,7,406.89,406.36
1783,2017,12,8,406.92,406.37
1784,2017,12,9,406.95,406.37
1785,2017,12,10,406.97,406.38
1786,2017,12,11,407.00,406.38
1787,2017,12,12,407.03,406.39
1788,2017,12,13,407.06,406.40
1789,2017,12,14,407.09,406.40
1790,2017,12,15,407.12,406.41
1791,2017,12,16,407.14,406.41
1792,2017,12,17,407.17,406.42
1793,2017,12,18,407.20,406.43
1794,2017,12,19,407.23,406.43
1795,2017,12,20,407.25,406.44
1796,2017,12,21,407.28,406.44
1797,2017,12,22,407.31,406.45
1798,2017,12,23,407.33,406.46
1799,2017,12,24,407.36,406.46
1800,2017,12,25,407.39,406.47
1801,2017,12,26,407.41,406.47
1802,2017,12,27,407.44,406.48
1803,2017,12,28,407.46,406.49
1804,2017,12,29,407.49,406.49
1805,2017,12,30,407.51,406.50
1806,2017,12,31,407.54,406.50
1807,2018,1,1,407.56,406.51
1808,2018,1,2,407.59,406.52
1809,2018,1,3,407.61,406.52
1810,2018,1,4,407.63,406.53
1811,2018,1,5,407.66,406.54
1812,2018,1,6,407.68,406.54
1813,2018,1,7,407.70,406.55
1814,2018,1,8,407.73,406.55
1815,2018,1,9,407.75,406.56
1816,2018,1,10,407.77,406.57
1817,2018,1,11,407.79,406.57
1818,2018,1,12,407.81,406.58
1819,2018,1,13,407.83,406.58
1820,2018,1,14,407.85,406.59
1821,2018,1,15,407.87,406.60
1822,2018,1,16,407.89,406.60
1823,2018,1,17,407.91,406.61
1824,2018,1,18,407.93,406.62
1825,2018,1,19,407.94,406.62
1826,2018,1,20,407.96,406.63
1827,2018,1,21,407.98,406.63
1828,2018,1,22,407.99,406.64
1829,2018,1,23,408.01,406.65
1830,2018,1,24,408.02,406.65
1831,2018,1,25,408.04,406.66
1832,2018,1,26,408.05,406.67
1833,2018,1,27,408.06,406.67
1834,2018,1,28,408.08,406.68
1835,2018,1,29,408.09,406.69
1836,2018,1,30,408.10,406.69
1837,2018,1,31,408.12,406.70
1838,2018,2,1,408.13,406.70
1839,2018,2,2,408.14,406.71
1840,2018,2,3,408.15,406.72
1841,2018,2,4,408.16,406.72
1842,2018,2,5,408.17,406.73
1843,2018,2,6,408.19,406.74
1844,2018,2,7,408.20,406.74
1845,2018,2,8,408.21,406.75
1846,2018,2,9,408.22,406.75
1847,2018,2,10,408.23,406.76
1848,2018,2,11,408.24,406.77
1849,2018,2,12,408.25,406.77
1850,2018,2,13,408.26,406.78
1851,2018,2,14,408.27,406.79
1852,2018,2,15,408.29,406.79
1853,2018,2,16,408.30,406.80
1854,2018,2,17,408.31,406.81
1855,2018,2,18,408.32,406.81
1856,2018,2,19,408.33,406.82
1857,2018,2,20,408.35,406.82
1858,2018,2,21,408.36,406.83
1859,2018,2,22,408.37,406.84
1860,2018,2,23,408.38,406.84
1861,2018,2,24,408.40,406.85
1862,2018,2,25,408.41,406.86
1863,2018,2,26,408.43,406.86
1864,2018,2,27,408.44,406.87
1865,2018,2,28,408.46,406.88
1866,2018,3,1,408.47,406.88
1867,2018,3,2,408.49,406.89
1868,2018,3,3,408.50,406.90
1869,2018,3,4,408.52,406.90
1870,2018,3,5,408.54,406.91
1871,2018,3,6,408.55,406.91
1872,2018,3,7,408.57,406.92
1873,2018,3,8,408.59,406.93
1874,2018,3,9,408.61,406.93
1875,2018,3,10,408.62,406.94
1876,2018,3,11,408.64,406.95
1877,2018,3,12,408.66,406.95
1878,2018,3,13,408.68,406.96
1879,2018,3,14,408.70,406.97
1880,2018,3,15,408.72,406.97
1881,2018,3,16,408.74,406.98
1882,2018,3,17,408.76,406.99
1883,2018,3,18,408.78,406.99
1884,2018,3,19,408.80,407.00
1885,2018,3,20,408.82,407.01
1886,2018,3,21,408.84,407.01
1887,2018,3,22,408.86,407.02
1888,2018,3,23,408.88,407.03
1889,2018,3,24,408.90,407.03
1890,2018,3,25,408.92,407.04
1891,2018,3,26,408.94,407.04
1892,2018,3,27,408.96,407.05
1893,2018,3,28,408.98,407.06
1894,2018,3,29,409.00,407.06
1895,2018,3,30,409.02,407.07
1896,2018,3,31,409.04,407.08
1897,2018,4,1,409.06,407.08
1898,2018,4,2,409.07,407.09
1899,2018,4,3,409.09,407.10
1900,2018,4,4,409.11,407.10
1901,2018,4,5,409.13,407.11
1902,2018,4,6,409.15,407.12
1903,2018,4,7,409.17,407.12
1904,2018,4,8,409.18,407.13
1905,2018,4,9,409.20,407.14
1906,2018,4,10,409.22,407.14
1907,2018,4,11,409.24,407.15
1908,2018,4,12,409.25,407.16
1909,2018,4,13,409.27,407.16
1910,2018,4,14,409.29,407.17
1911,2018,4,15,409.30,407.18
1912,2018,4,16,409.32,407.18
1913,2018,4,17,409.33,407.19
1914,2018,4,18,409.35,407.20
1915,2018,4,19,409.36,407.20
1916,2018,4,20,409.38,407.21
1917,2018,4,21,409.39,407.22
1918,2018,4,22,409.41,407.22
1919,2018,4,23,409.42,407.23
1920,2018,4,24,409.43,407.24
1921,2018,4,25,409.45,407.24
1922,2018,4,26,409.46,407.25
1923,2018,4,27,409.47,407.26
1924,2018,4,28,409.48,407.26
1925,2018,4,29,409.49,407.27
1926,2018,4,30,409.50,407.28
1927,2018,5,1,409.52,407.28
1928,2018,5,2,409.52,407.29
1929,2018,5,3,409.53,407.30
1930,2018,5,4,409.54,407.30
1931,2018,5,5,409.55,407.31
1932,2018,5,6,409.56,407.32
1933,2018,5,7,409.57,407.32
1934,2018,5,8,409.57,407.33
1935,2018,5,9,409.58,407.34
1936,2018,5,10,409.58,407.34
1937,2018,5,11,409.58,407.35
1938,2018,5,12,409.59,407.36
1939,2018,5,13,409.59,407.36
1940,2018,5,14,409.59,407.37
1941,2018,5,15,409.59,407.38
1942,2018,5,16,409.59,407.38
1943,2018,5,17,409.58,407.39
1944,2018,5,18,409.58,407.40
1945,2018,5,19,409.58,407.40
1946,2018,5,20,409.57,407.41
1947,2018,5,21,409.56,407.42
1948,2018,5,22,409.55,407.42
1949,2018,5,23,409.54,407.43
1950,2018,5,24,409.53,407.44
1951,2018,5,25,409.51,407.44
1952,2018,5,26,409.50,407.45
1953,2018,5,27,409.48,407.46
1954,2018,5,28,409.46,407.46
1955,2018,5,29,409.44,407.47
1956,2018,5,30,409.42,407.48
1957,2018,5,31,409.40,407.48
1958,2018,6,1,409.37,407.49
1959,2018,6,2,409.34,407.50
1960,2018,6,3,409.31,407.50
1961,2018,6,4,409.28,407.51
1962,2018,6,5,409.25,407.52
1963,2018,6,6,409.21,407.52
1964,2018,6,7,409.17,407.53
1965,2018,6,8,409.13,407.54
1966,2018,6,9,409.09,407.54
1967,2018,6,10,409.05,407.55
1968,2018,6,11,409.00,407.56
1969,2018,6,12,408.95,407.56
1970,2018,6,13,408.90,407.57
1971,2018,6,14,408.85,407.58
1972,2018,6,15,408.80,407.58
1973,2018,6,16,408.74,407.59
1974,2018,6,17,408.68,407.60
1975,2018,6,18,408.62,407.60
1976,2018,6,19,408.56,407.61
1977,2018,6,20,408.50,407.62
1978,2018,6,21,408.43,407.62
1979,2018,6,22,408.37,407.63
1980,2018,6,23,408.30,407.64
1981,2018,6,24,408.23,407.64
1982,2018,6,25,408.16,407.65
1983,2018,6,26,408.09,407.66
1984,2018,6,27,408.01,407.66
1985,2018,6,28,407.94,407.67
1986,2018,6,29,407.86,407.68
1987,2018,6,30,407.79,407.68
1988,2018,7,1,407.71,407.69
1989,2018,7,2,407.63,407.70
1990,2018,7,3,407.55,407.70
1991,2018,7,4,407.47,407.71
1992,2018,7,5,407.39,407.72
1993,2018,7,6,407.30,407.72
1994,2018,7,7,407.22,407.73
1995,2018,7,8,407.14,407.74
1996,2018,7,9,407.06,407.74
1997,2018,7,10,406.97,407.75
1998,2018,7,11,406.89,407.76
1999,2018,7,12,406.81,407.76
2000,2018,7,13,406.72,407.77
2001,2018,7,14,406.64,407.78
2002,2018,7,15,406.56,407.78
2003,2018,7,16,406.48,407.79
2004,2018,7,17,406.40,407.80
2005,2018,7,18,406.32,407.81
2006,2018,7,19,406.24,407.81
2007,2018,7,20,406.16,407.82
2008,2018,7,21,406.08,407.83
2009,2018,7,22,406.00,407.83
2010,2018,7,23,405.92,407.84
2011,2018,7,24,405.85,407.85
2012,2018,7,25,405.77,407.85
2013,2018,7,26,405.70,407.86
2014,2018,7,27,405.63,407.87
2015,2018,7,28,405.56,407.87
2016,2018,7,29,405.49,407.88
2017,2018,7,30,405.43,407.89
2018,2018,7,31,405.36,407.89
2019,2018,8,1,405.30,407.90
2020,2018,8,2,405.23,407.91
2021,2018,8,3,405.17,407.91
2022,2018,8,4,405.12,407.92
2023,2018,8,5,405.06,407.93
2024,2018,8,6,405.01,407.93
2025,2018,8,7,404.95,407.94
2026,2018,8,8,404.90,407.95
2027,2018,8,9,404.86,407.95
2028,2018,8,10,404.81,407.96
2029,2018,8,11,404.77,407.97
2030,2018,8,12,404.72,407.97
2031,2018,8,13,404.68,407.98
2032,2018,8,14,404.65,407.99
2033,2018,8,15,404.61,408.00
2034,2018,8,16,404.58,408.00
2035,2018,8,17,404.55,408.01
2036,2018,8,18,404.52,408.02
2037,2018,8,19,404.49,408.02
2038,2018,8,20,404.47,408.03
2039,2018,8,21,404.45,408.04
2040,2018,8,22,404.43,408.04
2041,2018,8,23,404.42,408.05
2042,2018,8,24,404.40,408.06
2043,2018,8,25,404.39,408.06
2044,2018,8,26,404.38,408.07
2045,2018,8,27,404.37,408.08
2046,2018,8,28,404.37,408.08
2047,2018,8,29,404.37,408.09
2048,2018,8,30,404.37,408.10
2049,2018,8,31,404.37,408.10
2050,2018,9,1,404.37,408.11
2051,2018,9,2,404.38,408.12
2052,2018,9,3,404.39,408.12
2053,2018,9,4,404.40,408.13
2054,2018,9,5,404.41,408.14
2055,2018,9,6,404.43,408.14
2056,2018,9,7,404.45,408.15
2057,2018,9,8,404.47,408.16
2058,2018,9,9,404.49,408.17
2059,2018,9,10,404.51,408.17
2060,2018,9,11,404.54,408.18
2061,2018,9,12,404.57,408.19
2062,2018,9,13,404.60,408.19
2063,2018,9,14,404.63,408.20
2064,2018,9,15,404.66,408.21
2065,2018,9,16,404.70,408.21
2066,2018,9,17,404.73,408.22
2067,2018,9,18,404.77,408.23
2068,2018,9,19,404.81,408.23
2069,2018,9,20,404.86,408.24
2070,2018,9,21,404.90,408.25
2071,2018,9,22,404.95,408.25
2072,2018,9,23,404.99,408.26
2073,2018,9,24,405.04,408.27
2074,2018,9,25,405.09,408.28
2075,2018,9,26,405.15,408.28
2076,2018,9,27,405.20,408.29
2077,2018,9,28,405.25,408.30
2078,2018,9,29,405.31,408.30
2079,2018,9,30,405.36,408.31
2080,2018,10,1,405.42,408.32
2081,2018,10,2,405.48,408.32
2082,2018,10,3,405.54,408.33
2083,2018,10,4,405.60,408.34
2084,2018,10,5,405.66,408.34
2085,2018,10,6,405.73,408.35
2086,2018,10,7,405.79,408.36
2087,2018,10,8,405.86,408.36
2088,2018,10,9,405.92,408.37
2089,2018,10,10,405.99,408.38
2090,2018,10,11,406.05,408.38
2091,2018,10,12,406.12,408.39
2092,2018,10,13,406.19,408.40
2093,2018,10,14,406.25,408.41
2094,2018,10,15,406.32,408.41
2095,2018,10,16,406.39,408.42
2096,2018,10,17,406.46,408.43
2097,2018,10,18,406.53,408.43
2098,2018,10,19,406.60,408.44
2099,2018,10,20,406.67,408.45
2100,2018,10,21,406.74,408.45
2101,2018,10,22,406.81,408.46
2102,2018,10,23,406.88,408.47
2103,2018,10,24,406.95,408.47
2104,2018,10,25,407.01,408.48
2105,2018,10,26,407.08,408.49
2106,2018,10,27,407.15,408.50
2107,2018,10,28,407.22,408.50
2108,2018,10,29,407.29,408.51
2109,2018,10,30,407.36,408.52
2110,2018,10,31,407.42,408.52
2111,2018,11,1,407.49,408.53
2112,2018,11,2,407.56,408.54
2113,2018,11,3,407.62,408.54
2114,2018,11,4,407.69,408.55
2115,2018,11,5,407.75,408.56
2116,2018,11,6,407.82,408.56
2117,2018,11,7,407.88,408.57
2118,2018,11,8,407.94,408.58
2119,2018,11,9,408.01,408.59
2120,2018,11,10,408.07,408.59
2121,2018,11,11,408.13,408.60
2122,2018,11,12,408.19,408.61
2123,2018,11,13,408.24,408.61
2124,2018,11,14,408.30,408.62
2125,2018,11,15,408.36,408.63
2126,2018,11,16,408.42,408.63
2127,2018,11,17,408.47,408.64
2128,2018,11,18,408.52,408.65
2129,2018,11,19,408.58,408.66
2130,2018,11,20,408.63,408.66
2131,2018,11,21,408.68,408.67
2132,2018,11,22,408.73,408.68
2133,2018,11,23,408.78,408.68
2134,2018,11,24,408.83,408.69
2135,2018,11,25,408.88,408.70
2136,2018,11,26,408.92,408.70
2137,2018,11,27,408.97,408.71
2138,2018,11,28,409.01,408.72
2139,2018,11,29,409.06,408.72
2140,2018,11,30,409.10,408.73
2141,2018,12,1,409.14,408.74
2142,2018,12,2,409.18,408.75
2143,2018,12,3,409.22,408.75
2144,2018,12,4,409.26,408.76
2145,2018,12,5,409.30,408.77
2146,2018,12,6,409.33,408.77
2147,2018,12,7,409.37,408.78
2148,2018,12,8,409.41,408.79
2149,2018,12,9,409.44,408.79
2150,2018,12,10,409.47,408.80
2151,2018,12,11,409.51,408.81
2152,2018,12,12,409.54,408.82
2153,2018,12,13,409.57,408.82
2154,2018,12,14,409.60,408.83
2155,2018,12,15,409.63,408.84
2156,2018,12,16,409.66,408.84
2157,2018,12,17,409.69,408.85
2158,2018,12,18,409.72,408.86
2159,2018,12,19,409.75,408.87
2160,2018,12,20,409.77,408.87
2161,2018,12,21,409.80,408.88
2162,2018,12,22,409.83,408.89
2163,2018,12,23,409.85,408.89
2164,2018,12,24,409.88,408.90
2165,2018,12,25,409.90,408.91
2166,2018,12,26,409.93,408.91
2167,2018,12,27,409.95,408.92
2168,2018,12,28,409.97,408.93
2169,2018,12,29,410.00,408.94
2170,2018,12,30,410.02,408.94
2171,2018,12,31,410.04,408.95
2172,2019,1,1,410.07,408.96
2173,2019,1,2,410.09,408.96
2174,2019,1,3,410.11,408.97
2175,2019,1,4,410.13,408.98
2176,2019,1,5,410.16,408.99
2177,2019,1,6,410.18,408.99
2178,2019,1,7,410.20,409.00
2179,2019,1,8,410.22,409.01
2180,2019,1,9,410.24,409.01
2181,2019,1,10,410.26,409.02
2182,2019,1,11,410.29,409.03
2183,2019,1,12,410.31,409.04
2184,2019,1,13,410.33,409.04
2185,2019,1,14,410.35,409.05
2186,2019,1,15,410.37,409.06
2187,2019,1,16,410.39,409.06
2188,2019,1,17,410.41,409.07
2189,2019,1,18,410.43,409.08
2190,2019,1,19,410.45,409.09
2191,2019,1,20,410.47,409.09
2192,2019,1,21,410.49,409.10
2193,2019,1,22,410.51,409.11
2194,2019,1,23,410.53,409.11
2195,2019,1,24,410.55,409.12
2196,2019,1,25,410.57,409.13
2197,2019,1,26,410.59,409.14
2198,2019,1,27,410.61,409.14
2199,2019,1,28,410.63,409.15
2200,2019,1,29,410.64,409.16
2201,2019,1,30,410.66,409.16
2202,2019,1,31,410.68,409.17
2203,2019,2,1,410.70,409.18
2204,2019,2,2,410.72,409.19
2205,2019,2,3,410.73,409.19
2206,2019,2,4,410.75,409.20
2207,2019,2,5,410.77,409.21
2208,2019,2,6,410.78,409.21
2209,2019,2,7,410.80,409.22
2210,2019,2,8,410.81,409.23
2211,2019,2,9,410.83,409.24
2212,2019,2,10,410.84,409.24
2213,2019,2,11,410.86,409.25
2214,2019,2,12,410.87,409.26
2215,2019,2,13,410.89,409.26
2216,2019,2,14,410.90,409.27
2217,2019,2,15,410.91,409.28
2218,2019,2,16,410.92,409.29
2219,2019,2,17,410.94,409.29
2220,2019,2,18,410.95,409.30
2221,2019,2,19,410.96,409.31
2222,2019,2,20,410.97,409.32
2223,2019,2,21,410.98,409.32
2224,2019,2,22,410.99,409.33
2225,2019,2,23,411.00,409.34
2226,2019,2,24,411.01,409.34
2227,2019,2,25,411.02,409.35
2228,2019,2,26,411.03,409.36
2229,2019,2,27,411.04,409.37
2230,2019,2,28,411.05,409.37
2231,2019,3,1,411.06,409.38
2232,2019,3,2,411.07,409.39
2233,2019,3,3,411.08,409.40
2234,2019,3,4,411.09,409.40
2235,2019,3,5,411.10,409.41
2236,2019,3,6,411.10,409.42
2237,2019,3,7,411.11,409.42
2238,2019,3,8,411.12,409.43
2239,2019,3,9,411.13,409.44
2240,2019,3,10,411.14,409.45
2241,2019,3,11,411.15,409.45
2242,2019,3,12,411.16,409.46
2243,2019,3,13,411.17,409.47
2244,2019,3,14,411.17,409.48
2245,2019,3,15,411.18,409.48
2246,2019,3,16,411.19,409.49
2247,2019,3,17,411.20,409.50
2248,2019,3,18,411.21,409.50
2249,2019,3,19,411.22,409.51
2250,2019,3,20,411.23,409.52
2251,2019,3,21,411.25,409.53
2252,2019,3,22,411.26,409.53
2253,2019,3,23,411.27,409.54
2254,2019,3,24,411.28,409.55
2255,2019,3,25,411.29,409.56
2256,2019,3,26,411.31,409.56
2257,2019,3,27,411.32,409.57
2258,2019,3,28,411.33,409.58
2259,2019,3,29,411.35,409.59
2260,2019,3,30,411.36,409.59
2261,2019,3,31,411.38,409.60
2262,2019,4,1,411.39,409.61
2263,2019,4,2,411.41,409.61
2264,2019,4,3,411.42,409.62
2265,2019,4,4,411.44,409.63
2266,2019,4,5,411.46,409.64
2267,2019,4,6,411.48,409.64
2268,2019,4,7,411.49,409.65
2269,2019,4,8,411.51,409.66
2270,2019,4,9,411.53,409.67
2271,2019,4,10,411.55,409.67
2272,2019,4,11,411.57,409.68
2273,2019,4,12,411.59,409.69
2274,2019,4,13,411.61,409.70
2275,2019,4,14,411.63,409.70
2276,2019,4,15,411.65,409.71
2277,2019,4,16,411.67,409.72
2278,2019,4,17,411.69,409.73
2279,2019,4,18,411.71,409.73
2280,2019,4,19,411.73,409.74
2281,2019,4,20,411.75,409.75
2282,2019,4,21,411.77,409.76
2283,2019,4,22,411.79,409.76
2284,2019,4,23,411.81,409.77
2285,2019,4,24,411.83,409.78
2286,2019,4,25,411.85,409.79
2287,2019,4,26,411.87,409.79
2288,2019,4,27,411.89,409.80
2289,2019,4,28,411.91,409.81
2290,2019,4,29,411.93,409.81
2291,2019,4,30,411.94,409.82
2292,2019,5,1,411.96,409.83
2293,2019,5,2,411.98,409.84
2294,2019,5,3,411.99,409.84
2295,2019,5,4,412.01,409.85
2296,2019,5,5,412.02,409.86
2297,2019,5,6,412.03,409.87
2298,2019,5,7,412.04,409.87
2299,2019,5,8,412.05,409.88
2300,2019,5,9,412.06,409.89
2301,2019,5,10,412.07,409.90
2302,2019,5,11,412.08,409.90
2303,2019,5,12,412.08,409.91
2304,2019,5,13,412.08,409.92
2305,2019,5,14,412.09,409.93
2306,2019,5,15,412.09,409.93
2307,2019,5,16,412.08,409.94
2308,2019,5,17,412.08,409.95
2309,2019,5,18,412.08,409.96
2310,2019,5,19,412.07,409.96
2311,2019,5,20,412.06,409.97
2312,2019,5,21,412.05,409.98
2313,2019,5,22,412.04,409.99
2314,2019,5,23,412.02,409.99
2315,2019,5,24,412.01,410.00
2316,2019,5,25,411.99,410.01
2317,2019,5,26,411.97,410.02
2318,2019,5,27,411.94,410.02
2319,2019,5,28,411.92,410.03
2320,2019,5,29,411.89,410.04
2321,2019,5,30,411.86,410.05
2322,2019,5,31,411.83,410.05
2323,2019,6,1,411.79,410.06
2324,2019,6,2,411.76,410.07
2325,2019,6,3,411.72,410.08
2326,2019,6,4,411.68,410.08
2327,2019,6,5,411.63,410.09
2328,2019,6,6,411.59,410.10
2329,2019,6,7,411.54,410.11
2330,2019,6,8,411.49,410.11
2331,2019,6,9,411.44,410.12
2332,2019,6,10,411.38,410.13
2333,2019,6,11,411.33,410.14
2334,2019,6,12,411.27,410.14
2335,2019,6,13,411.21,410.15
2336,2019,6,14,411.14,410.16
2337,2019,6,15,411.08,410.17
2338,2019,6,16,411.01,410.17
2339,2019,6,17,410.94,410.18
2340,2019,6,18,410.87,410.19
2341,2019,6,19,410.80,410.20
2342,2019,6,20,410.73,410.20
2343,2019,6,21,410.66,410.21
2344,2019,6,22,410.58,410.22
2345,2019,6,23,410.50,410.23
2346,2019,6,24,410.42,410.23
2347,2019,6,25,410.34,410.24
2348,2019,6,26,410.26,410.25
2349,2019,6,27,410.18,410.26
2350,2019,6,28,410.10,410.26
2351,2019,6,29,410.02,410.27
2352,2019,6,30,409.93,410.28
2353,2019,7,1,409.85,410.29
2354,2019,7,2,409.77,410.30
2355,2019,7,3,409.68,410.30
2356,2019,7,4,409.60,410.31
2357,2019,7,5,409.51,410.32
2358,2019,7,6,409.43,410.33
2359,2019,7,7,409.34,410.33
2360,2019,7,8,409.26,410.34
2361,2019,7,9,409.18,410.35
2362,2019,7,10,409.09,410.36
2363,2019,7,11,409.01,410.36
2364,2019,7,12,408.93,410.37
2365,2019,7,13,408.85,410.38
2366,2019,7,14,408.77,410.39
2367,2019,7,15,408.69,410.39
2368,2019,7,16,408.61,410.40
2369,2019,7,17,408.54,410.41
2370,2019,7,18,408.46,410.42
2371,2019,7,19,408.39,410.42
2372,2019,7,20,408.32,410.43
2373,2019,7,21,408.25,410.44
2374,2019,7,22,408.18,410.45
2375,2019,7,23,408.11,410.45
2376,2019,7,24,408.05,410.46
2377,2019,7,25,407.99,410.47
2378,2019,7,26,407.93,410.48
2379,2019,7,27,407.87,410.48
2380,2019,7,28,407.81,410.49
2381,2019,7,29,407.76,410.50
2382,2019,7,30,407.71,410.51
2383,2019,7,31,407.66,410.51
