,year,month,day,cycle,trend
3161,2021,9,16,411.98,415.57
3162,2021,9,17,412.03,415.58
3163,2021,9,18,412.09,415.58
3164,2021,9,19,412.14,415.59
3165,2021,9,20,412.19,415.60
3166,2021,9,21,412.25,415.60
3167,2021,9,22,412.31,415.61
3168,2021,9,23,412.36,415.62
3169,2021,9,24,412.42,415.63
3170,2021,9,25,412.48,415.63
3171,2021,9,26,412.54,415.64
3172,2021,9,27,412.61,415.65
3173,2021,9,28,412.67,415.65
3174,2021,9,29,412.73,415.66
3175,2021,9,30,412.79,415.67
3176,2021,10,1,412.86,415.67
3177,2021,10,2,412.92,415.68
3178,2021,10,3,412.99,415.69
3179,2021,10,4,413.06,415.69
3180,2021,10,5,413.12,415.70
3181,2021,10,6,413.19,415.71
3182,2021,10,7,413.25,415.71
3183,2021,10,8,413.32,415.72
3184,2021,10,9,413.39,415.73
3185,2021,10,10,413.45,415.73
3186,2021,10,11,413.52,415.74
3187,2021,10,12,413.59,415.75
3188,2021,10,13,413.65,415.75
3189,2021,10,14,413.72,415.76
3190,2021,10,15,413.79,415.77
3191,2021,10,16,413.85,415.77
3192,2021,10,17,413.92,415.78
3193,2021,10,18,413.99,415.79
3194,2021,10,19,414.05,415.79
3195,2021,10,20,414.12,415.80
3196,2021,10,21,414.18,415.81
3197,2021,10,22,414.25,415.81
3198,2021,10,23,414.31,415.82
3199,2021,10,24,414.38,415.83
3200,2021,10,25,414.44,415.83
3201,2021,10,26,414.50,415.84
3202,2021,10,27,414.57,415.84
3203,2021,10,28,414.63,415.85
3204,2021,10,29,414.69,415.86
3205,2021,10,30,414.75,415.86
3206,2021,10,31,414.81,415.87
3207,2021,11,1,414.88,415.88
3208,2021,11,2,414.94,415.88
3209,2021,11,3,415.00,415.89
3210,2021,11,4,415.06,415.90
3211,2021,11,5,415.12,415.90
3212,2021,11,6,415.17,415.91
3213,2021,11,7,415.23,415.92
3214,2021,11,8,415.29,415.92
3215,2021,11,9,415.35,415.93
3216,2021,11,10,415.41,415.94
3217,2021,11,11,415.46,415.94
3218,2021,11,12,415.52,415.95
3219,2021,11,13,415.58,415.96
3220,2021,11,14,415.63,415.96
3221,2021,11,15,415.69,415.97
3222,2021,11,16,415.75,415.97
3223,2021,11,17,415.80,415.98
3224,2021,11,18,415.86,415.99
3225,2021,11,19,415.91,415.99
3226,2021,11,20,415.97,416.00
3227,2021,11,21,416.02,416.01
3228,2021,11,22,416.07,416.01
3229,2021,11,23,416.13,416.02
3230,2021,11,24,416.18,416.03
3231,2021,11,25,416.24,416.03
3232,2021,11,26,416.29,416.04
3233,2021,11,27,416.34,416.04
3234,2021,11,28,416.40,416.05
3235,2021,11,29,416.45,416.06
3236,2021,11,30,416.50,416.06
3237,2021,12,1,416.55,416.07
3238,2021,12,2,416.61,416.08
3239,2021,12,3,416.66,416.08
3240,2021,12,4,416.71,416.09
3241,2021,12,5,416.76,416.09
3242,2021,12,6,416.81,416.10
3243,2021,12,7,416.86,416.11
3244,2021,12,8,416.92,416.11
3245,2021,12,9,416.97,416.12
3246,2021,12,10,417.02,416.13
3247,2021,12,11,417.07,416.13
3248,2021,12,12,417.12,416.14
3249,2021,12,13,417.17,416.14
3250,2021,12,14,417.21,416.15
3251,2021,12,15,417.26,416.16
3252,2021,12,16,417.31,416.16
3253,2021,12,17,417.36,416.17
3254,2021,12,18,417.41,416.18
3255,2021,12,19,417.45,416.18
3256,2021,12,20,417.50,416.19
3257,2021,12,21,417.54,416.19
3258,2021,12,22,417.59,416.20
3259,2021,12,23,417.63,416.21
3260,2021,12,24,417.68,416.21
3261,2021,12,25,417.72,416.22
3262,2021,12,26,417.76,416.22
3263,2021,12,27,417.80,416.23
3264,2021,12,28,417.84,416.24
3265,2021,12,29,417.88,416.24
3266,2021,12,30,417.92,416.25
3267,2021,12,31,417.96,416.25
3268,2022,1,1,418.00,416.26
3269,2022,1,2,418.03,416.27
3270,2022,1,3,418.07,416.27
3271,2022,1,4,418.10,416.28
3272,2022,1,5,418.13,416.28
3273,2022,1,6,418.17,416.29
3274,2022,1,7,418.20,416.30
3275,2022,1,8,418.23,416.30
3276,2022,1,9,418.26,416.31
3277,2022,1,10,418.28,416.31
3278,2022,1,11,418.31,416.32
3279,2022,1,12,418.34,416.33
3280,2022,1,13,418.36,416.33
3281,2022,1,14,418.38,416.34
3282,2022,1,15,418.40,416.34
3283,2022,1,16,418.42,416.35
3284,2022,1,17,418.44,416.36
3285,2022,1,18,418.46,416.36
3286,2022,1,19,418.48,416.37
3287,2022,1,20,418.50,416.37
3288,2022,1,21,418.51,416.38
3289,2022,1,22,418.52,416.39
3290,2022,1,23,418.54,416.39
3291,2022,1,24,418.55,416.40
3292,2022,1,25,418.56,416.40
3293,2022,1,26,418.57,416.41
3294,2022,1,27,418.58,416.41
3295,2022,1,28,418.58,416.42
3296,2022,1,29,418.59,416.43
3297,2022,1,30,418.59,416.43
3298,2022,1,31,418.60,416.44
3299,2022,2,1,418.60,416.44
3300,2022,2,2,418.61,416.45
3301,2022,2,3,418.61,416.45
3302,2022,2,4,418.61,416.46
3303,2022,2,5,418.61,416.47
3304,2022,2,6,418.61,416.47
3305,2022,2,7,418.61,416.48
3306,2022,2,8,418.60,416.48
3307,2022,2,9,418.60,416.49
3308,2022,2,10,418.60,416.49
3309,2022,2,11,418.59,416.50
3310,2022,2,12,418.59,416.51
3311,2022,2,13,418.58,416.51
3312,2022,2,14,418.58,416.52
3313,2022,2,15,418.57,416.52
3314,2022,2,16,418.57,416.53
3315,2022,2,17,418.56,416.53
3316,2022,2,18,418.55,416.54
3317,2022,2,19,418.55,416.55
3318,2022,2,20,418.54,416.55
3319,2022,2,21,418.53,416.56
3320,2022,2,22,418.52,416.56
3321,2022,2,23,418.52,416.57
3322,2022,2,24,418.51,416.57
3323,2022,2,25,418.50,416.58
3324,2022,2,26,418.49,416.58
3325,2022,2,27,418.48,416.59
3326,2022,2,28,418.48,416.60
3327,2022,3,1,418.47,416.60
3328,2022,3,2,418.46,416.61
3329,2022,3,3,418.45,416.61
3330,2022,3,4,418.44,416.62
3331,2022,3,5,418.44,416.62
3332,2022,3,6,418.43,416.63
3333,2022,3,7,418.42,416.63
3334,2022,3,8,418.42,416.64
3335,2022,3,9,418.41,416.65
3336,2022,3,10,418.40,416.65
3337,2022,3,11,418.40,416.66
3338,2022,3,12,418.39,416.66
3339,2022,3,13,418.39,416.67
3340,2022,3,14,418.38,416.67
3341,2022,3,15,418.38,416.68
3342,2022,3,16,418.37,416.68
3343,2022,3,17,418.37,416.69
3344,2022,3,18,418.37,416.69
3345,2022,3,19,418.36,416.70
3346,2022,3,20,418.36,416.71
3347,2022,3,21,418.36,416.71
3348,2022,3,22,418.36,416.72
3349,2022,3,23,418.36,416.72
3350,2022,3,24,418.36,416.73
3351,2022,3,25,418.36,416.73
3352,2022,3,26,418.36,416.74
3353,2022,3,27,418.37,416.74
3354,2022,3,28,418.37,416.75
3355,2022,3,29,418.37,416.75
3356,2022,3,30,418.38,416.76
3357,2022,3,31,418.38,416.76
3358,2022,4,1,418.39,416.77
3359,2022,4,2,418.39,416.78
3360,2022,4,3,418.40,416.78
3361,2022,4,4,418.41,416.79
3362,2022,4,5,418.42,416.79
3363,2022,4,6,418.43,416.80
3364,2022,4,7,418.44,416.80
3365,2022,4,8,418.45,416.81
3366,2022,4,9,418.46,416.81
3367,2022,4,10,418.47,416.82
3368,2022,4,11,418.49,416.82
3369,2022,4,12,418.50,416.83
3370,2022,4,13,418.51,416.83
3371,2022,4,14,418.53,416.84
3372,2022,4,15,418.55,416.84
3373,2022,4,16,418.56,416.85
3374,2022,4,17,418.58,416.85
3375,2022,4,18,418.60,416.86
3376,2022,4,19,418.62,416.86
3377,2022,4,20,418.64,416.87
3378,2022,4,21,418.66,416.88
3379,2022,4,22,418.68,416.88
3380,2022,4,23,418.70,416.89
3381,2022,4,24,418.72,416.89
3382,2022,4,25,418.74,416.90
3383,2022,4,26,418.76,416.90
3384,2022,4,27,418.78,416.91
3385,2022,4,28,418.80,416.91
3386,2022,4,29,418.82,416.92
3387,2022,4,30,418.84,416.92
3388,2022,5,1,418.86,416.93
3389,2022,5,2,418.88,416.93
3390,2022,5,3,418.90,416.94
3391,2022,5,4,418.92,416.94
3392,2022,5,5,418.94,416.95
3393,2022,5,6,418.96,416.95
3394,2022,5,7,418.98,416.96
3395,2022,5,8,419.00,416.96
3396,2022,5,9,419.01,416.97
3397,2022,5,10,419.03,416.97
3398,2022,5,11,419.04,416.98
3399,2022,5,12,419.06,416.98
3400,2022,5,13,419.07,416.99
3401,2022,5,14,419.08,416.99
3402,2022,5,15,419.09,417.00
3403,2022,5,16,419.09,417.00
3404,2022,5,17,419.10,417.01
3405,2022,5,18,419.10,417.01
3406,2022,5,19,419.10,417.02
3407,2022,5,20,419.10,417.02
3408,2022,5,21,419.10,417.03
3409,2022,5,22,419.09,417.03
3410,2022,5,23,419.08,417.04
3411,2022,5,24,419.07,417.04
3412,2022,5,25,419.06,417.05
3413,2022,5,26,419.05,417.05
3414,2022,5,27,419.03,417.06
3415,2022,5,28,419.01,417.06
3416,2022,5,29,418.99,417.07
3417,2022,5,30,418.96,417.07
3418,2022,5,31,418.93,417.08
3419,2022,6,1,418.90,417.08
3420,2022,6,2,418.87,417.09
3421,2022,6,3,418.83,417.09
3422,2022,6,4,418.79,417.10
3423,2022,6,5,418.75,417.10
3424,2022,6,6,418.71,417.11
3425,2022,6,7,418.66,417.12
3426,2022,6,8,418.61,417.12
3427,2022,6,9,418.56,417.13
3428,2022,6,10,418.50,417.13
3429,2022,6,11,418.44,417.14
3430,2022,6,12,418.38,417.14
3431,2022,6,13,418.32,417.15
3432,2022,6,14,418.25,417.15
3433,2022,6,15,418.18,417.16
3434,2022,6,16,418.11,417.16
3435,2022,6,17,418.04,417.17
3436,2022,6,18,417.96,417.17
3437,2022,6,19,417.89,417.18
3438,2022,6,20,417.81,417.18
3439,2022,6,21,417.73,417.19
3440,2022,6,22,417.64,417.19
3441,2022,6,23,417.56,417.20
3442,2022,6,24,417.47,417.20
3443,2022,6,25,417.39,417.21
3444,2022,6,26,417.30,417.21
3445,2022,6,27,417.21,417.22
3446,2022,6,28,417.12,417.22
3447,2022,6,29,417.03,417.23
3448,2022,6,30,416.93,417.23
3449,2022,7,1,416.84,417.24
3450,2022,7,2,416.75,417.24
3451,2022,7,3,416.65,417.25
3452,2022,7,4,416.56,417.25
3453,2022,7,5,416.47,417.26
3454,2022,7,6,416.37,417.26
3455,2022,7,7,416.28,417.26
3456,2022,7,8,416.19,417.27
3457,2022,7,9,416.09,417.27
3458,2022,7,10,416.00,417.28
3459,2022,7,11,415.91,417.28
3460,2022,7,12,415.82,417.29
3461,2022,7,13,415.73,417.29
3462,2022,7,14,415.64,417.30
3463,2022,7,15,415.55,417.30
3464,2022,7,16,415.47,417.31
3465,2022,7,17,415.38,417.31
3466,2022,7,18,415.30,417.32
3467,2022,7,19,415.22,417.32
3468,2022,7,20,415.14,417.33
3469,2022,7,21,415.06,417.33
3470,2022,7,22,414.98,417.34
3471,2022,7,23,414.91,417.34
3472,2022,7,24,414.84,417.35
3473,2022,7,25,414.77,417.35
3474,2022,7,26,414.70,417.36
3475,2022,7,27,414.63,417.36
3476,2022,7,28,414.57,417.37
3477,2022,7,29,414.50,417.37
3478,2022,7,30,414.44,417.38
3479,2022,7,31,414.39,417.38
3480,2022,8,1,414.33,417.39
3481,2022,8,2,414.28,417.39
3482,2022,8,3,414.23,417.40
3483,2022,8,4,414.18,417.40
3484,2022,8,5,414.13,417.41
3485,2022,8,6,414.09,417.41
3486,2022,8,7,414.05,417.42
3487,2022,8,8,414.01,417.42
3488,2022,8,9,413.97,417.43
3489,2022,8,10,413.94,417.43
3490,2022,8,11,413.91,417.44
3491,2022,8,12,413.88,417.44
3492,2022,8,13,413.85,417.45
3493,2022,8,14,413.83,417.45
3494,2022,8,15,413.80,417.46
3495,2022,8,16,413.78,417.46
3496,2022,8,17,413.76,417.47
3497,2022,8,18,413.75,417.47
3498,2022,8,19,413.73,417.48
3499,2022,8,20,413.72,417.48
3500,2022,8,21,413.71,417.49
3501,2022,8,22,413.71,417.49
3502,2022,8,23,413.70,417.50
3503,2022,8,24,413.70,417.50
3504,2022,8,25,413.70,417.51
3505,2022,8,26,413.70,417.51
3506,2022,8,27,413.70,417.52
3507,2022,8,28,413.71,417.52
3508,2022,8,29,413.71,417.53
3509,2022,8,30,413.72,417.53
3510,2022,8,31,413.73,417.54
3511,2022,9,1,413.75,417.54
3512,2022,9,2,413.76,417.55
3513,2022,9,3,413.78,417.55
3514,2022,9,4,413.79,417.56
3515,2022,9,5,413.81,417.56
3516,2022,9,6,413.84,417.57
3517,2022,9,7,413.86,417.58
3518,2022,9,8,413.89,417.58
3519,2022,9,9,413.91,417.59
3520,2022,9,10,413.94,417.59
3521,2022,9,11,413.97,417.60
3522,2022,9,12,414.00,417.60
3523,2022,9,13,414.04,417.61
3524,2022,9,14,414.07,417.61
3525,2022,9,15,414.11,417.62
3526,2022,9,16,414.15,417.62
3527,2022,9,17,414.19,417.63
3528,2022,9,18,414.23,417.63
3529,2022,9,19,414.27,417.64
3530,2022,9,20,414.32,417.64
3531,2022,9,21,414.36,417.65
3532,2022,9,22,414.41,417.65
3533,2022,9,23,414.46,417.66
3534,2022,9,24,414.51,417.66
3535,2022,9,25,414.56,417.67
3536,2022,9,26,414.61,417.67
3537,2022,9,27,414.67,417.68
3538,2022,9,28,414.72,417.68
3539,2022,9,29,414.78,417.69
3540,2022,9,30,414.84,417.69
3541,2022,10,1,414.90,417.70
3542,2022,10,2,414.96,417.70
3543,2022,10,3,415.02,417.71
3544,2022,10,4,415.08,417.71
3545,2022,10,5,415.14,417.72
3546,2022,10,6,415.20,417.72
3547,2022,10,7,415.27,417.73
3548,2022,10,8,415.34,417.73
3549,2022,10,9,415.40,417.74
3550,2022,10,10,415.47,417.74
3551,2022,10,11,415.54,417.75
3552,2022,10,12,415.61,417.75
3553,2022,10,13,415.67,417.76
3554,2022,10,14,415.74,417.76
3555,2022,10,15,415.81,417.77
3556,2022,10,16,415.88,417.77
3557,2022,10,17,415.96,417.78
3558,2022,10,18,416.03,417.79
3559,2022,10,19,416.10,417.79
3560,2022,10,20,416.17,417.80
3561,2022,10,21,416.24,417.80
3562,2022,10,22,416.31,417.81
3563,2022,10,23,416.38,417.81
3564,2022,10,24,416.46,417.82
3565,2022,10,25,416.53,417.82
3566,2022,10,26,416.60,417.83
3567,2022,10,27,416.67,417.83
3568,2022,10,28,416.74,417.84
3569,2022,10,29,416.81,417.84
3570,2022,10,30,416.88,417.85
3571,2022,10,31,416.95,417.85
3572,2022,11,1,417.02,417.86
3573,2022,11,2,417.08,417.86
3574,2022,11,3,417.15,417.87
3575,2022,11,4,417.22,417.87
3576,2022,11,5,417.28,417.88
3577,2022,11,6,417.35,417.89
3578,2022,11,7,417.41,417.89
3579,2022,11,8,417.47,417.90
3580,2022,11,9,417.53,417.90
3581,2022,11,10,417.59,417.91
3582,2022,11,11,417.65,417.91
3583,2022,11,12,417.71,417.92
3584,2022,11,13,417.77,417.92
3585,2022,11,14,417.82,417.93
3586,2022,11,15,417.88,417.93
3587,2022,11,16,417.93,417.94
3588,2022,11,17,417.98,417.94
3589,2022,11,18,418.03,417.95
3590,2022,11,19,418.08,417.95
3591,2022,11,20,418.13,417.96
3592,2022,11,21,418.17,417.97
3593,2022,11,22,418.22,417.97
3594,2022,11,23,418.26,417.98
3595,2022,11,24,418.30,417.98
3596,2022,11,25,418.34,417.99
3597,2022,11,26,418.38,417.99
3598,2022,11,27,418.42,418.00
3599,2022,11,28,418.45,418.00
3600,2022,11,29,418.49,418.01
3601,2022,11,30,418.52,418.01
3602,2022,12,1,418.55,418.02
3603,2022,12,2,418.58,418.02
3604,2022,12,3,418.61,418.03
3605,2022,12,4,418.64,418.04
3606,2022,12,5,418.67,418.04
3607,2022,12,6,418.69,418.05
3608,2022,12,7,418.72,418.05
3609,2022,12,8,418.74,418.06
3610,2022,12,9,418.76,418.06
3611,2022,12,10,418.79,418.07
3612,2022,12,11,418.81,418.07
3613,2022,12,12,418.83,418.08
3614,2022,12,13,418.85,418.08
3615,2022,12,14,418.86,418.09
3616,2022,12,15,418.88,418.10
3617,2022,12,16,418.90,418.10
3618,2022,12,17,418.91,418.11
3619,2022,12,18,418.93,418.11
3620,2022,12,19,418.94,418.12
3621,2022,12,20,418.96,418.12
3622,2022,12,21,418.97,418.13
3623,2022,12,22,418.99,418.13
3624,2022,12,23,419.00,418.14
3625,2022,12,24,419.02,418.15
3626,2022,12,25,419.03,418.15
3627,2022,12,26,419.04,418.16
3628,2022,12,27,419.06,418.16
3629,2022,12,28,419.07,418.17
3630,2022,12,29,419.09,418.17
3631,2022,12,30,419.10,418.18
3632,2022,12,31,419.11,418.18
3633,2023,1,1,419.13,418.19
3634,2023,1,2,419.14,418.20
3635,2023,1,3,419.16,418.20
3636,2023,1,4,419.18,418.21
3637,2023,1,5,419.19,418.21
3638,2023,1,6,419.21,418.22
3639,2023,1,7,419.22,418.22
3640,2023,1,8,419.24,418.23
3641,2023,1,9,419.26,418.23
3642,2023,1,10,419.28,418.24
3643,2023,1,11,419.30,418.25
3644,2023,1,12,419.32,418.25
3645,2023,1,13,419.34,418.26
3646,2023,1,14,419.36,418.26
3647,2023,1,15,419.38,418.27
3648,2023,1,16,419.40,418.27
3649,2023,1,17,419.42,418.28
3650,2023,1,18,419.44,418.29
3651,2023,1,19,419.46,418.29
3652,2023,1,20,419.49,418.30
3653,2023,1,21,419.51,418.30
3654,2023,1,22,419.53,418.31
3655,2023,1,23,419.56,418.31
3656,2023,1,24,419.58,418.32
3657,2023,1,25,419.61,418.33
