id,date,Unnamed: 0,year,month,day,cycle,trend
3388,2022-05-01,3388,2022,5,1,418.86,416.93
3389,2022-05-02,3389,2022,5,2,418.88,416.93
3390,2022-05-03,3390,2022,5,3,418.9,416.94
3391,2022-05-04,3391,2022,5,4,418.92,416.94
3392,2022-05-05,3392,2022,5,5,418.94,416.95
3393,2022-05-06,3393,2022,5,6,418.96,416.95
3394,2022-05-07,3394,2022,5,7,418.98,416.96
3395,2022-05-08,3395,2022,5,8,419.0,416.96
3396,2022-05-09,3396,2022,5,9,419.01,416.97
3397,2022-05-10,3397,2022,5,10,419.03,416.97
3398,2022-05-11,3398,2022,5,11,419.04,416.98
3399,2022-05-12,3399,2022,5,12,419.06,416.98
3400,2022-05-13,3400,2022,5,13,419.07,416.99
3401,2022-05-14,3401,2022,5,14,419.08,416.99
3402,2022-05-15,3402,2022,5,15,419.09,417.0
3403,2022-05-16,3403,2022,5,16,419.09,417.0
3404,2022-05-17,3404,2022,5,17,419.1,417.01
3405,2022-05-18,3405,2022,5,18,419.1,417.01
3406,2022-05-19,3406,2022,5,19,419.1,417.02
3407,2022-05-20,3407,2022,5,20,419.1,417.02
3408,2022-05-21,3408,2022,5,21,419.1,417.03
3409,2022-05-22,3409,2022,5,22,419.09,417.03
3410,2022-05-23,3410,2022,5,23,419.08,417.04
3411,2022-05-24,3411,2022,5,24,419.07,417.04
3412,2022-05-25,3412,2022,5,25,419.06,417.05
3413,2022-05-26,3413,2022,5,26,419.05,417.05
3414,2022-05-27,3414,2022,5,27,419.03,417.06
3415,2022-05-28,3415,2022,5,28,419.01,417.06
3416,2022-05-29,3416,2022,5,29,418.99,417.07
3417,2022-05-30,3417,2022,5,30,418.96,417.07
3418,2022-05-31,3418,2022,5,31,418.93,417.08
3419,2022-06-01,3419,2022,6,1,418.9,417.08
3420,2022-06-02,3420,2022,6,2,418.87,417.09
3421,2022-06-03,3421,2022,6,3,418.83,417.09
3422,2022-06-04,3422,2022,6,4,418.79,417.1
3423,2022-06-05,3423,2022,6,5,418.75,417.1
3424,2022-06-06,3424,2022,6,6,418.71,417.11
3425,2022-06-07,3425,2022,6,7,418.66,417.12
3426,2022-06-08,3426,2022,6,8,418.61,417.12
3427,2022-06-09,3427,2022,6,9,418.56,417.13
3428,2022-06-10,3428,2022,6,10,418.5,417.13
3429,2022-06-11,3429,2022,6,11,418.44,417.14
3430,2022-06-12,3430,2022,6,12,418.38,417.14
3431,2022-06-13,3431,2022,6,13,418.32,417.15
3432,2022-06-14,3432,2022,6,14,418.25,417.15
3433,2022-06-15,3433,2022,6,15,418.18,417.16
3434,2022-06-16,3434,2022,6,16,418.11,417.16
3435,2022-06-17,3435,2022,6,17,418.04,417.17
3436,2022-06-18,3436,2022,6,18,417.96,417.17
3437,2022-06-19,3437,2022,6,19,417.89,417.18
3438,2022-06-20,3438,2022,6,20,417.81,417.18
3439,2022-06-21,3439,2022,6,21,417.73,417.19
3440,2022-06-22,3440,2022,6,22,417.64,417.19
3441,2022-06-23,3441,2022,6,23,417.56,417.2
3442,2022-06-24,3442,2022,6,24,417.47,417.2
3443,2022-06-25,3443,2022,6,25,417.39,417.21
3444,2022-06-26,3444,2022,6,26,417.3,417.21
3445,2022-06-27,3445,2022,6,27,417.21,417.22
3446,2022-06-28,3446,2022,6,28,417.12,417.22
3447,2022-06-29,3447,2022,6,29,417.03,417.23
3448,2022-06-30,3448,2022,6,30,416.93,417.23
3449,2022-07-01,3449,2022,7,1,416.84,417.24
3450,2022-07-02,3450,2022,7,2,416.75,417.24
3451,2022-07-03,3451,2022,7,3,416.65,417.25
3452,2022-07-04,3452,2022,7,4,416.56,417.25
3453,2022-07-05,3453,2022,7,5,416.47,417.26
3454,2022-07-06,3454,2022,7,6,416.37,417.26
3455,2022-07-07,3455,2022,7,7,416.28,417.26
3456,2022-07-08,3456,2022,7,8,416.19,417.27
3457,2022-07-09,3457,2022,7,9,416.09,417.27
3458,2022-07-10,3458,2022,7,10,416.0,417.28
3459,2022-07-11,3459,2022,7,11,415.91,417.28
3460,2022-07-12,3460,2022,7,12,415.82,417.29
3461,2022-07-13,3461,2022,7,13,415.73,417.29
3462,2022-07-14,3462,2022,7,14,415.64,417.3
3463,2022-07-15,3463,2022,7,15,415.55,417.3
3464,2022-07-16,3464,2022,7,16,415.47,417.31
3465,2022-07-17,3465,2022,7,17,415.38,417.31
3466,2022-07-18,3466,2022,7,18,415.3,417.32
3467,2022-07-19,3467,2022,7,19,415.22,417.32
3468,2022-07-20,3468,2022,7,20,415.14,417.33
3469,2022-07-21,3469,2022,7,21,415.06,417.33
3470,2022-07-22,3470,2022,7,22,414.98,417.34
3471,2022-07-23,3471,2022,7,23,414.91,417.34
3472,2022-07-24,3472,2022,7,24,414.84,417.35
3473,2022-07-25,3473,2022,7,25,414.77,417.35
3474,2022-07-26,3474,2022,7,26,414.7,417.36
3475,2022-07-27,3475,2022,7,27,414.63,417.36
3476,2022-07-28,3476,2022,7,28,414.57,417.37
3477,2022-07-29,3477,2022,7,29,414.5,417.37
3478,2022-07-30,3478,2022,7,30,414.44,417.38
3479,2022-07-31,3479,2022,7,31,414.39,417.38
3480,2022-08-01,3480,2022,8,1,414.33,417.39
3481,2022-08-02,3481,2022,8,2,414.28,417.39
3482,2022-08-03,3482,2022,8,3,414.23,417.4
3483,2022-08-04,3483,2022,8,4,414.18,417.4
3484,2022-08-05,3484,2022,8,5,414.13,417.41
3485,2022-08-06,3485,2022,8,6,414.09,417.41
3486,2022-08-07,3486,2022,8,7,414.05,417.42
3487,2022-08-08,3487,2022,8,8,414.01,417.42
3488,2022-08-09,3488,2022,8,9,413.97,417.43
3489,2022-08-10,3489,2022,8,10,413.94,417.43
3490,2022-08-11,3490,2022,8,11,413.91,417.44
3491,2022-08-12,3491,2022,8,12,413.88,417.44
3492,2022-08-13,3492,2022,8,13,413.85,417.45
3493,2022-08-14,3493,2022,8,14,413.83,417.45
3494,2022-08-15,3494,2022,8,15,413.8,417.46
3495,2022-08-16,3495,2022,8,16,413.78,417.46
3496,2022-08-17,3496,2022,8,17,413.76,417.47
3497,2022-08-18,3497,2022,8,18,413.75,417.47
3498,2022-08-19,3498,2022,8,19,413.73,417.48
3499,2022-08-20,3499,2022,8,20,413.72,417.48
3500,2022-08-21,3500,2022,8,21,413.71,417.49
3501,2022-08-22,3501,2022,8,22,413.71,417.49
3502,2022-08-23,3502,2022,8,23,413.7,417.5
3503,2022-08-24,3503,2022,8,24,413.7,417.5
3504,2022-08-25,3504,2022,8,25,413.7,417.51
3505,2022-08-26,3505,2022,8,26,413.7,417.51
3506,2022-08-27,3506,2022,8,27,413.7,417.52
3507,2022-08-28,3507,2022,8,28,413.71,417.52
3508,2022-08-29,3508,2022,8,29,413.71,417.53
3509,2022-08-30,3509,2022,8,30,413.72,417.53
3510,2022-08-31,3510,2022,8,31,413.73,417.54
3511,2022-09-01,3511,2022,9,1,413.75,417.54
3512,2022-09-02,3512,2022,9,2,413.76,417.55
3513,2022-09-03,3513,2022,9,3,413.78,417.55
3514,2022-09-04,3514,2022,9,4,413.79,417.56
3515,2022-09-05,3515,2022,9,5,413.81,417.56
3516,2022-09-06,3516,2022,9,6,413.84,417.57
3517,2022-09-07,3517,2022,9,7,413.86,417.58
3518,2022-09-08,3518,2022,9,8,413.89,417.58
3519,2022-09-09,3519,2022,9,9,413.91,417.59
3520,2022-09-10,3520,2022,9,10,413.94,417.59
3521,2022-09-11,3521,2022,9,11,413.97,417.6
3522,2022-09-12,3522,2022,9,12,414.0,417.6
3523,2022-09-13,3523,2022,9,13,414.04,417.61
3524,2022-09-14,3524,2022,9,14,414.07,417.61
3525,2022-09-15,3525,2022,9,15,414.11,417.62
3526,2022-09-16,3526,2022,9,16,414.15,417.62
3527,2022-09-17,3527,2022,9,17,414.19,417.63
3528,2022-09-18,3528,2022,9,18,414.23,417.63
3529,2022-09-19,3529,2022,9,19,414.27,417.64
3530,2022-09-20,3530,2022,9,20,414.32,417.64
3531,2022-09-21,3531,2022,9,21,414.36,417.65
3532,2022-09-22,3532,2022,9,22,414.41,417.65
3533,2022-09-23,3533,2022,9,23,414.46,417.66
3534,2022-09-24,3534,2022,9,24,414.51,417.66
3535,2022-09-25,3535,2022,9,25,414.56,417.67
3536,2022-09-26,3536,2022,9,26,414.61,417.67
3537,2022-09-27,3537,2022,9,27,414.67,417.68
3538,2022-09-28,3538,2022,9,28,414.72,417.68
3539,2022-09-29,3539,2022,9,29,414.78,417.69
3540,2022-09-30,3540,2022,9,30,414.84,417.69
3541,2022-10-01,3541,2022,10,1,414.9,417.7
3542,2022-10-02,3542,2022,10,2,414.96,417.7
3543,2022-10-03,3543,2022,10,3,415.02,417.71
3544,2022-10-04,3544,2022,10,4,415.08,417.71
3545,2022-10-05,3545,2022,10,5,415.14,417.72
3546,2022-10-06,3546,2022,10,6,415.2,417.72
3547,2022-10-07,3547,2022,10,7,415.27,417.73
3548,2022-10-08,3548,2022,10,8,415.34,417.73
3549,2022-10-09,3549,2022,10,9,415.4,417.74
3550,2022-10-10,3550,2022,10,10,415.47,417.74
3551,2022-10-11,3551,2022,10,11,415.54,417.75
3552,2022-10-12,3552,2022,10,12,415.61,417.75
3553,2022-10-13,3553,2022,10,13,415.67,417.76
3554,2022-10-14,3554,2022,10,14,415.74,417.76
3555,2022-10-15,3555,2022,10,15,415.81,417.77
3556,2022-10-16,3556,2022,10,16,415.88,417.77
3557,2022-10-17,3557,2022,10,17,415.96,417.78
3558,2022-10-18,3558,2022,10,18,416.03,417.79
3559,2022-10-19,3559,2022,10,19,416.1,417.79
3560,2022-10-20,3560,2022,10,20,416.17,417.8
3561,2022-10-21,3561,2022,10,21,416.24,417.8
3562,2022-10-22,3562,2022,10,22,416.31,417.81
3563,2022-10-23,3563,2022,10,23,416.38,417.81
3564,2022-10-24,3564,2022,10,24,416.46,417.82
3565,2022-10-25,3565,2022,10,25,416.53,417.82
3566,2022-10-26,3566,2022,10,26,416.6,417.83
3567,2022-10-27,3567,2022,10,27,416.67,417.83
3568,2022-10-28,3568,2022,10,28,416.74,417.84
3569,2022-10-29,3569,2022,10,29,416.81,417.84
3570,2022-10-30,3570,2022,10,30,416.88,417.85
3571,2022-10-31,3571,2022,10,31,416.95,417.85
3572,2022-11-01,3572,2022,11,1,417.02,417.86
3573,2022-11-02,3573,2022,11,2,417.08,417.86
3574,2022-11-03,3574,2022,11,3,417.15,417.87
3575,2022-11-04,3575,2022,11,4,417.22,417.87
3576,2022-11-05,3576,2022,11,5,417.28,417.88
3577,2022-11-06,3577,2022,11,6,417.35,417.89
3578,2022-11-07,3578,2022,11,7,417.41,417.89
3579,2022-11-08,3579,2022,11,8,417.47,417.9
3580,2022-11-09,3580,2022,11,9,417.53,417.9
3581,2022-11-10,3581,2022,11,10,417.59,417.91
3582,2022-11-11,3582,2022,11,11,417.65,417.91
3583,2022-11-12,3583,2022,11,12,417.71,417.92
3584,2022-11-13,3584,2022,11,13,417.77,417.92
3585,2022-11-14,3585,2022,11,14,417.82,417.93
3586,2022-11-15,3586,2022,11,15,417.88,417.93
3587,2022-11-16,3587,2022,11,16,417.93,417.94
3588,2022-11-17,3588,2022,11,17,417.98,417.94
3589,2022-11-18,3589,2022,11,18,418.03,417.95
3590,2022-11-19,3590,2022,11,19,418.08,417.95
3591,2022-11-20,3591,2022,11,20,418.13,417.96
3592,2022-11-21,3592,2022,11,21,418.17,417.97
3593,2022-11-22,3593,2022,11,22,418.22,417.97
3594,2022-11-23,3594,2022,11,23,418.26,417.98
3595,2022-11-24,3595,2022,11,24,418.3,417.98
3596,2022-11-25,3596,2022,11,25,418.34,417.99
3597,2022-11-26,3597,2022,11,26,418.38,417.99
3598,2022-11-27,3598,2022,11,27,418.42,418.0
3599,2022-11-28,3599,2022,11,28,418.45,418.0
3600,2022-11-29,3600,2022,11,29,418.49,418.01
3601,2022-11-30,3601,2022,11,30,418.52,418.01
3602,2022-12-01,3602,2022,12,1,418.55,418.02
3603,2022-12-02,3603,2022,12,2,418.58,418.02
3604,2022-12-03,3604,2022,12,3,418.61,418.03
3605,2022-12-04,3605,2022,12,4,418.64,418.04
3606,2022-12-05,3606,2022,12,5,418.67,418.04
3607,2022-12-06,3607,2022,12,6,418.69,418.05
3608,2022-12-07,3608,2022,12,7,418.72,418.05
3609,2022-12-08,3609,2022,12,8,418.74,418.06
3610,2022-12-09,3610,2022,12,9,418.76,418.06
3611,2022-12-10,3611,2022,12,10,418.79,418.07
3612,2022-12-11,3612,2022,12,11,418.81,418.07
3613,2022-12-12,3613,2022,12,12,418.83,418.08
3614,2022-12-13,3614,2022,12,13,418.85,418.08
3615,2022-12-14,3615,2022,12,14,418.86,418.09
3616,2022-12-15,3616,2022,12,15,418.88,418.1
3617,2022-12-16,3617,2022,12,16,418.9,418.1
3618,2022-12-17,3618,2022,12,17,418.91,418.11
3619,2022-12-18,3619,2022,12,18,418.93,418.11
3620,2022-12-19,3620,2022,12,19,418.94,418.12
3621,2022-12-20,3621,2022,12,20,418.96,418.12
3622,2022-12-21,3622,2022,12,21,418.97,418.13
3623,2022-12-22,3623,2022,12,22,418.99,418.13
3624,2022-12-23,3624,2022,12,23,419.0,418.14
3625,2022-12-24,3625,2022,12,24,419.02,418.15
3626,2022-12-25,3626,2022,12,25,419.03,418.15
3627,2022-12-26,3627,2022,12,26,419.04,418.16
3628,2022-12-27,3628,2022,12,27,419.06,418.16
3629,2022-12-28,3629,2022,12,28,419.07,418.17
3630,2022-12-29,3630,2022,12,29,419.09,418.17
3631,2022-12-30,3631,2022,12,30,419.1,418.18
3632,2022-12-31,3632,2022,12,31,419.11,418.18
3633,2023-01-01,3633,2023,1,1,419.13,418.19
3634,2023-01-02,3634,2023,1,2,419.14,418.2
3635,2023-01-03,3635,2023,1,3,419.16,418.2
3636,2023-01-04,3636,2023,1,4,419.18,418.21
3637,2023-01-05,3637,2023,1,5,419.19,418.21
3638,2023-01-06,3638,2023,1,6,419.21,418.22
3639,2023-01-07,3639,2023,1,7,419.22,418.22
3640,2023-01-08,3640,2023,1,8,419.24,418.23
3641,2023-01-09,3641,2023,1,9,419.26,418.23
3642,2023-01-10,3642,2023,1,10,419.28,418.24
3643,2023-01-11,3643,2023,1,11,419.3,418.25
3644,2023-01-12,3644,2023,1,12,419.32,418.25
3645,2023-01-13,3645,2023,1,13,419.34,418.26
3646,2023-01-14,3646,2023,1,14,419.36,418.26
3647,2023-01-15,3647,2023,1,15,419.38,418.27
3648,2023-01-16,3648,2023,1,16,419.4,418.27
3649,2023-01-17,3649,2023,1,17,419.42,418.28
3650,2023-01-18,3650,2023,1,18,419.44,418.29
3651,2023-01-19,3651,2023,1,19,419.46,418.29
3652,2023-01-20,3652,2023,1,20,419.49,418.3
3653,2023-01-21,3653,2023,1,21,419.51,418.3
3654,2023-01-22,3654,2023,1,22,419.53,418.31
3655,2023-01-23,3655,2023,1,23,419.56,418.31
3656,2023-01-24,3656,2023,1,24,419.58,418.32
3657,2023-01-25,3657,2023,1,25,419.61,418.33
